"index","Familie","Gattung","Art","D_1__Actinobacteria","D_1__Bacteroidetes","D_1__Chloroflexi","D_1__Euryarchaeota","D_1__Fibrobacteres","D_1__Firmicutes","D_1__Patescibacteria","D_1__Proteobacteria","D_1__Spirochaetes","D_1__Synergistetes","D_1__Verrucomicrobia","D_1__Fusobacteria","D_1__Epsilonbacteraeota","D_1__Planctomycetes","D_1__Tenericutes","D_1__WPS-2","D_1__Elusimicrobia","D_1__Cyanobacteria","D_1__Lentisphaerae","D_1__Excavata","D_1__Deferribacteres","D_1__Acidobacteria","D_1__Opisthokonta"
"BE0503ZEBR5","Equidae","Equus","Bergzebra",47,1948,38,422,81,7414,64,197,1840,74,507,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403PAND","Ailuridae","Ailurus","Roter_Panda",142,46,0,0,0,16246,0,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403WALD","Canidae","Speothos","Waldhund",75,628,0,0,0,15036,0,1305,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR1","Equidae","Equus","Bergzebra",0,1472,0,56,455,1708,0,0,1326,0,191,0,79,12,18,0,0,0,0,0,0,0,0
"BER0403ZEBR2","Equidae","Equus","Bergzebra",0,2089,0,117,330,2668,0,0,1590,0,127,0,33,11,10,0,0,0,0,0,0,0,0
"BER0403ZEBR3","Equidae","Equus","Bergzebra",0,1539,0,155,781,2591,0,0,860,0,263,0,20,11,0,0,0,0,0,0,0,0,0
"BER0403ZEBR4","Equidae","Equus","Bergzebra",0,1551,0,169,769,1927,0,0,1356,72,57,0,57,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR5","Equidae","Equus","Bergzebra",0,2474,0,402,429,3727,0,21,2442,129,378,0,203,15,0,0,0,0,0,0,0,0,0
"BER0403ZEBR6","Equidae","Equus","Bergzebra",0,778,0,115,45,388,0,0,982,20,49,0,118,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR7","Equidae","Equus","Bergzebra",0,4787,0,220,1088,6124,0,10,4167,94,281,0,150,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR8","Equidae","Equus","Bergzebra",0,6588,0,1228,303,7868,188,49,2209,310,652,0,196,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR1","Equidae","Equus","Bergzebra",0,2695,0,478,65,10389,0,0,4928,312,829,0,17,28,0,0,0,0,0,0,0,0,0
"BER0503ZEBR2","Equidae","Equus","Bergzebra",176,2782,0,1187,63,12533,70,0,2550,29,1196,0,0,22,0,0,0,0,0,0,0,0,0
"BER0503ZEBR3","Equidae","Equus","Bergzebra",0,1720,0,597,0,6338,30,0,2084,70,1537,0,25,35,0,24,0,0,0,0,0,0,0
"BER0503ZEBR4","Equidae","Equus","Bergzebra",0,1501,0,557,193,6126,66,25,2137,92,879,0,240,40,0,0,0,0,0,0,0,0,0
"BER0503ZEBR6","Equidae","Equus","Bergzebra",0,840,0,38,486,1411,0,0,1027,0,74,0,30,0,0,0,11,0,0,0,0,0,0
"BER0503ZEBR7","Equidae","Equus","Bergzebra",90,3097,0,1865,386,4834,91,32,1236,51,691,0,18,70,261,0,0,0,0,0,0,0,0
"BER0503ZEBR8","Equidae","Equus","Bergzebra",0,4442,0,292,2014,5073,91,0,2459,0,86,0,112,0,25,0,25,0,0,0,0,0,0
"BER0603ZEBR1","Equidae","Equus","Bergzebra",0,599,0,83,281,711,0,0,561,0,39,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR2","Equidae","Equus","Bergzebra",0,1418,0,233,213,3109,45,0,719,46,467,0,11,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR3","Equidae","Equus","Bergzebra",0,1214,0,38,335,1279,0,12,1417,20,195,0,95,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR4","Equidae","Equus","Bergzebra",0,6948,0,1062,1469,6507,20,0,3111,111,432,0,176,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR5","Equidae","Equus","Bergzebra",0,983,0,51,247,1205,0,0,881,11,173,0,11,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR6","Equidae","Equus","Bergzebra",0,2343,0,60,1459,3310,0,13,2317,0,75,0,63,0,0,0,12,0,0,0,0,0,0
"BER0603ZEBR7","Equidae","Equus","Bergzebra",0,2510,0,290,680,4531,0,0,1792,0,160,0,15,35,42,0,0,0,0,0,0,0,0
"BER0603ZEBR8","Equidae","Equus","Bergzebra",0,3311,0,155,1789,4495,0,58,2450,0,149,0,103,19,45,0,0,0,0,0,0,0,0
"BER0805GEPA1","Felidae","Acinonyx","Gepard",0,3898,0,0,0,2946,0,133,0,0,0,6742,890,0,0,0,0,0,0,0,0,0,0
"BER0805GEPA2","Felidae","Acinonyx","Gepard",0,0,0,0,0,42342,0,3285,0,0,0,7217,111,0,0,0,0,0,0,0,0,0,0
"BER0805LOEF1","Canidae","Otocyon","Loeffelhund",0,3012,0,0,0,2022,0,381,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0
"BER0805LOEF2","Canidae","Otocyon","Loeffelhund",0,1231,0,0,0,3437,0,1080,0,0,0,1037,65,0,0,0,0,0,0,0,0,0,0
"BER0805MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,3558,0,0,0,1646,0,2029,0,0,0,4037,0,0,81,0,0,0,0,0,0,0,0
"BER0805MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,1701,0,307,0,7248,0,1390,0,0,0,5332,0,0,0,0,0,0,0,0,0,0,0
"BER0805NEBE1","Felidae","Panthera","Nebelparder",0,2060,0,0,0,7432,0,65,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0
"BER0805PAND1","Ailuridae","Ailurus","Roter_Panda",0,1870,0,0,0,2008,0,12258,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0
"BER0805PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,5453,0,6210,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0
"BER0805SEEL1","Felidae","Panthera","Schneeleopard",191,920,0,0,0,6137,0,384,0,0,0,5634,0,0,0,0,0,0,0,0,0,0,0
"BER0805SEEL2","Felidae","Panthera","Schneeleopard",352,3367,0,0,0,10817,0,3401,0,0,0,4480,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA1","Felidae","Panthera","Tiger",0,2567,0,0,0,3827,0,127,0,0,0,2477,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA2","Felidae","Panthera","Tiger",0,4153,0,0,0,2244,0,1925,0,0,0,2420,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA3","Felidae","Panthera","Tiger",0,3586,0,0,0,8372,0,381,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA4","Felidae","Panthera","Tiger",0,1519,0,0,0,4218,0,357,0,0,0,2507,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA5","Felidae","Panthera","Tiger",0,2371,0,0,0,2769,0,691,0,0,0,2169,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA6","Felidae","Panthera","Tiger",0,1305,0,0,0,11114,0,1578,0,0,0,3435,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD1","Canidae","Speothos","Waldhund",0,91,0,0,0,5199,0,1562,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD2","Canidae","Speothos","Waldhund",77,504,0,0,0,8513,0,1251,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD3","Canidae","Speothos","Waldhund",0,5200,0,0,0,3038,0,2221,0,0,0,4498,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA7","Felidae","Panthera","Tiger",0,2037,0,0,0,2168,0,708,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA8","Felidae","Panthera","Tiger",0,1931,0,0,0,3438,0,507,0,0,0,2931,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA9","Felidae","Panthera","Tiger",0,5264,0,0,0,6148,0,355,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD10","Canidae","Speothos","Waldhund",81,301,0,0,0,1609,0,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD4","Canidae","Speothos","Waldhund",0,1811,0,0,0,2775,0,413,0,0,211,2817,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD5","Canidae","Speothos","Waldhund",0,669,0,0,0,5585,0,536,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD6","Canidae","Speothos","Waldhund",0,3169,0,0,0,3316,0,833,0,0,0,6817,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD7","Canidae","Speothos","Waldhund",0,1153,0,0,0,379,0,518,0,0,190,1471,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD8","Canidae","Speothos","Waldhund",0,1071,0,0,0,1014,0,288,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD9","Canidae","Speothos","Waldhund",0,3716,0,192,0,4294,0,2838,0,0,0,6694,0,0,0,0,0,0,0,0,0,0,0
"BER1505GEPA2","Felidae","Acinonyx","Gepard",141,7454,0,0,0,8885,0,1498,0,0,0,9920,151,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP1","Felidae","Panthera","Leopard",0,3660,0,0,0,2880,0,393,0,0,0,2783,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP2","Felidae","Panthera","Leopard",0,1376,0,0,0,4083,0,1112,0,0,0,4482,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP3","Felidae","Panthera","Leopard",71,1853,0,0,0,8897,0,482,0,0,0,3493,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP4","Felidae","Panthera","Leopard",0,756,0,0,0,11726,0,875,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0
"BER1505LOEF3","Canidae","Otocyon","Loeffelhund",0,3401,0,0,0,1477,0,527,0,0,277,4417,0,0,0,0,0,0,0,0,0,0,0
"BER1505PAND3","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,11667,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505PAND4","Ailuridae","Ailurus","Roter_Panda",0,15,0,0,0,3900,0,3697,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0
"BER1505SEEL3","Felidae","Panthera","Schneeleopard",0,3046,0,0,0,2596,0,365,0,0,0,3869,243,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN1","Bovidae","Tragelaphus","Elenantilope",0,3547,49,971,740,4427,0,36,767,0,395,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN2","Bovidae","Tragelaphus","Elenantilope",0,1789,0,694,472,1904,0,33,622,0,74,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN3","Bovidae","Tragelaphus","Elenantilope",0,1151,0,141,399,1039,22,33,250,0,394,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN4","Bovidae","Tragelaphus","Elenantilope",0,613,0,207,69,538,0,0,171,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN5","Bovidae","Tragelaphus","Elenantilope",0,1683,0,693,249,2404,16,0,788,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA1","Giraffidae","Giraffa","Giraffe",31,3115,33,813,0,4317,109,59,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA2","Giraffidae","Giraffa","Giraffe",0,2885,0,390,0,1970,0,0,210,0,991,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,1398,0,209,0,440,0,0,324,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP1","Giraffidae","Okapia","Okapi",0,2063,0,303,0,3304,26,0,1508,0,21,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP2","Giraffidae","Okapia","Okapi",0,442,0,89,0,360,0,0,414,0,168,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD1","Canidae","Lycaon","Wildhund",0,274,0,0,0,5632,0,15,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD2","Canidae","Lycaon","Wildhund",0,39,0,0,0,3995,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR1","Equidae","Equus","Grevyzebra",0,2914,0,227,287,3088,35,130,1821,35,117,0,102,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR2","Equidae","Equus","Grevyzebra",0,298,0,0,78,354,0,30,404,0,20,0,56,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR3","Equidae","Equus","Grevyzebra",0,2228,0,399,498,3430,26,130,2586,22,262,0,37,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR4","Equidae","Equus","Grevyzebra",19,3027,48,472,474,3856,0,0,1894,0,0,0,12,13,24,0,0,0,0,0,0,0,0
"BEZ0603ZEBR5","Equidae","Equus","Grevyzebra",0,859,17,94,96,428,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR6","Equidae","Equus","Grevyzebra",0,1246,0,76,222,1569,0,0,1239,0,0,0,39,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN1","Bovidae","Tragelaphus","Elenantilope",0,1427,0,1247,34,2195,68,0,193,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN2","Bovidae","Tragelaphus","Elenantilope",644,59,0,269,0,2534,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN3","Bovidae","Tragelaphus","Elenantilope",255,373,0,197,0,1328,0,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN4","Bovidae","Tragelaphus","Elenantilope",159,681,0,710,102,2329,0,822,450,0,27,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM1","Herpestidae","Suricata","Erdmaennchen",0,30,0,0,0,5829,0,234,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM2","Herpestidae","Suricata","Erdmaennchen",62,0,0,0,0,12639,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,174,0,461,0,8582,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,5594,52,1763,0,5616,90,0,820,0,48,0,0,14,0,0,99,0,0,0,0,0,0
"BEZ2505TUSI1","Bovidae","Bos","Watussi",0,705,0,378,0,8418,0,2860,31,0,135,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI2","Bovidae","Bos","Watussi",93,4334,0,225,18,12232,121,2059,126,0,1442,0,0,113,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI3","Bovidae","Bos","Watussi",0,2738,0,92,0,5367,0,49,60,0,335,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD1","Canidae","Lycaon","Wildhund",189,0,0,0,0,3557,0,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD2","Canidae","Lycaon","Wildhund",1080,0,0,0,0,5216,0,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN1","Bovidae","Tragelaphus","Elenantilope",2864,1344,0,2095,0,12018,154,888,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN2","Bovidae","Tragelaphus","Elenantilope",443,1598,0,2745,149,11356,382,436,457,0,109,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN3","Bovidae","Tragelaphus","Elenantilope",502,773,0,2799,41,7070,259,2124,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN4","Bovidae","Tragelaphus","Elenantilope",0,3033,0,1677,434,4170,173,0,427,0,130,0,0,0,0,0,17,0,0,0,0,0,0
"BEZ2605ELEN5","Bovidae","Tragelaphus","Elenantilope",1324,1112,0,2351,182,14165,131,417,1512,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM1","Herpestidae","Suricata","Erdmaennchen",5043,11333,78,0,0,9075,0,17978,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM2","Herpestidae","Suricata","Erdmaennchen",0,2530,0,0,0,4622,0,1138,0,0,0,2152,62,0,0,0,0,0,0,0,0,0,0
"BEZ2605NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",30,3194,0,640,22,6138,0,0,1402,0,54,0,0,0,0,44,30,0,0,0,0,0,0
"BEZ2605NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,7252,139,2052,0,13232,174,0,1017,0,0,0,0,28,0,0,14,0,0,0,0,0,0
"BEZ2605TUSI1","Bovidae","Bos","Watussi",170,3710,58,827,54,20853,204,5678,138,0,1398,0,0,45,0,0,0,0,0,0,0,0,0
"BEZ2605TUSI2","Bovidae","Bos","Watussi",544,30,0,459,0,12154,0,142,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD1","Canidae","Lycaon","Wildhund",856,37,0,0,0,4889,0,6675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD2","Canidae","Lycaon","Wildhund",134,352,0,0,0,15998,0,986,0,0,0,164,68,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN10","Canidae","Vulpes","Fennek",0,5824,0,0,0,3421,0,1089,0,0,0,5523,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN11","Canidae","Vulpes","Fennek",0,4547,0,0,0,2924,0,1258,0,0,0,5943,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN12","Canidae","Vulpes","Fennek",0,3247,0,0,0,2404,0,668,0,0,0,4092,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN13","Canidae","Vulpes","Fennek",0,2749,0,0,0,5895,0,974,0,0,0,3238,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN7","Canidae","Vulpes","Fennek",0,3528,0,0,0,4359,0,1076,0,0,0,5127,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN8","Canidae","Vulpes","Fennek",0,3972,0,0,0,1755,0,1321,0,0,0,4548,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN9","Canidae","Vulpes","Fennek",0,2432,0,0,0,2363,0,585,0,0,0,5276,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN1","Canidae","Vulpes","Fennek",0,2526,0,0,0,6252,0,686,0,0,0,3177,38,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN2","Canidae","Vulpes","Fennek",0,5532,0,0,0,5127,0,1533,0,0,0,5077,78,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN3","Canidae","Vulpes","Fennek",0,1363,0,0,0,8194,0,837,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN4","Canidae","Vulpes","Fennek",0,1630,0,0,0,5279,0,693,0,0,0,2127,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN5","Canidae","Vulpes","Fennek",0,1802,0,0,0,8027,0,843,0,0,0,4031,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN6","Canidae","Vulpes","Fennek",96,1511,0,0,0,7723,0,826,0,0,0,4528,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU1","Felidae","Panthera","Jaguar",0,2753,0,0,0,1041,0,1028,0,0,0,5707,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU2","Felidae","Panthera","Jaguar",0,2634,0,0,0,1559,0,370,0,0,0,1972,88,0,0,0,0,0,0,0,0,0,0
"DOR0606LEOP1","Felidae","Panthera","Leopard",164,1404,0,442,0,4096,0,250,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF1","Canidae","Otocyon","Loeffelhund",0,463,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF2","Canidae","Otocyon","Loeffelhund",0,902,0,0,0,481,0,759,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,1410,0,0,0,789,0,320,0,0,0,1972,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,1446,0,0,0,1331,0,2246,0,0,0,2499,0,0,0,0,0,0,0,0,0,0,0
"DOR0606NEBE1","Felidae","Panthera","Nebelparder",0,1738,0,0,0,4587,0,2005,0,0,0,1997,994,0,0,0,0,0,0,0,0,0,0
"DOR0606NEBE2","Felidae","Panthera","Nebelparder",0,1593,0,0,0,2636,0,233,0,0,0,2537,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND1","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,1888,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,0,0,2991,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU3","Felidae","Panthera","Jaguar",0,0,0,0,0,2007,0,2066,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
"DOR1306JAGU4","Felidae","Panthera","Jaguar",0,0,0,0,0,2306,0,221,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LEOP2","Felidae","Panthera","Leopard",256,1255,0,106,0,4419,95,1626,0,0,122,550,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF3","Canidae","Otocyon","Loeffelhund",0,1171,0,0,0,601,0,226,0,0,0,1018,106,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF4","Canidae","Otocyon","Loeffelhund",0,243,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306LOEF5","Canidae","Otocyon","Loeffelhund",0,435,0,0,0,140,0,1607,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH3","Canidae","Chrysocyon","Maehnenwolf",0,0,0,0,0,1820,0,7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306MAEH4","Canidae","Chrysocyon","Maehnenwolf",0,3331,0,115,0,3698,0,67,0,0,0,5625,0,0,0,0,0,0,0,0,0,0,0
"DOR1306NEBE3","Felidae","Panthera","Nebelparder",0,0,0,0,0,1216,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306NEBE4","Felidae","Panthera","Nebelparder",0,435,0,0,0,959,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND3","Ailuridae","Ailurus","Roter_Panda",0,605,0,0,0,3852,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1306PAND4","Ailuridae","Ailurus","Roter_Panda",0,2547,0,0,0,436,0,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN1","Bovidae","Tragelaphus","Elenantilope",0,3187,0,250,93,2999,0,77,691,0,431,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607ELEN2","Bovidae","Tragelaphus","Elenantilope",0,2997,0,52,268,3763,0,137,734,0,170,0,0,0,15,0,26,0,0,0,0,0,0
"DOR1607ELEN3","Bovidae","Tragelaphus","Elenantilope",0,4292,0,365,166,6172,0,164,884,0,615,0,0,24,0,0,0,0,0,0,0,0,0
"DOR1607GIRA1","Giraffidae","Giraffa","Giraffe",0,4163,0,855,328,5738,28,77,510,0,119,0,0,18,14,0,0,0,0,0,0,0,0
"DOR1607GIRA2","Giraffidae","Giraffa","Giraffe",0,3292,0,296,330,3655,0,30,533,0,278,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607GIRA3","Giraffidae","Giraffa","Giraffe",0,3843,13,570,188,4254,0,0,699,0,302,0,0,0,0,0,0,0,0,0,0,0,0
"DOR1607RKAE1","Macropodidae","Osphranter","Riesenkaenguru",0,5028,0,88,0,2819,0,96,167,0,300,0,24,0,0,0,0,0,0,0,0,0,0
