ID;Run;Zoo;Art;Gattung;Familie
BEZ2505ERDM1;4;BEZ;Erdmaennchen;Suricata;Herpestidae
BEZ2505ERDM2;4;BEZ;Erdmaennchen;Suricata;Herpestidae
BEZ2605ERDM1;4;BEZ;Erdmaennchen;Suricata;Herpestidae
BEZ2605ERDM2;4;BEZ;Erdmaennchen;Suricata;Herpestidae
KLN1905ERDM1;4;KLN;Erdmaennchen;Suricata;Herpestidae
KLN1905ERDM2;4;KLN;Erdmaennchen;Suricata;Herpestidae
KLN2005ERDM1;4;KLN;Erdmaennchen;Suricata;Herpestidae
KLN2005ERDM2;4;KLN;Erdmaennchen;Suricata;Herpestidae
OPE0603ERDM1;4;OPE;Erdmaennchen;Suricata;Herpestidae
OPE0603ERDM2;4;OPE;Erdmaennchen;Suricata;Herpestidae
OPE0603ERDM3;4;OPE;Erdmaennchen;Suricata;Herpestidae
SCH2805ERDM1;4;SCH;Erdmaennchen;Suricata;Herpestidae
SCH2805ERDM2;4;SCH;Erdmaennchen;Suricata;Herpestidae
SCH2805ERDM3;4;SCH;Erdmaennchen;Suricata;Herpestidae
SCH2905ERDMS;4;SCH;Erdmaennchen;Suricata;Herpestidae
HEI1103ERD1;4;HEI;Erdmaennchen;Suricata;Herpestidae
HEI1203ERD2;4;HEI;Erdmaennchen;Suricata;Herpestidae
HEI1103FOSAS;4;HEI;Fossa;Cryptoprocta;Felidae
HEI1203FOSAS;4;HEI;Fossa;Cryptoprocta;Felidae
NKN1008FOSA1;4;NKN;Fossa;Cryptoprocta;Felidae
NKN1008FOSA2;4;NKN;Fossa;Cryptoprocta;Felidae
BEZ0603GIRA1;4;BEZ;Giraffe;Giraffa;Giraffidae
BEZ0603GIRA2;4;BEZ;Giraffe;Giraffa;Giraffidae
DOR2702GIRA1;4;DOR;Giraffe;Giraffa;Giraffidae
DOR2702GIRA2;4;DOR;Giraffe;Giraffa;Giraffidae
OPE0906GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1006GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1606GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1706GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1806GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1906GNU1S;4;OPE;Gnu;Connochaetes;Bovidae
OPE0906GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1006GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1606GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1706GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1806GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
OPE1906GNU2S;4;OPE;Gnu;Connochaetes;Bovidae
LAN0108GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN0108GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN0108GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN0208GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN0208GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN0208GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN0308GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN0308GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN0308GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN2707GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN2707GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN2707GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN2807GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN2807GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN2807GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN2907GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN2907GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN2907GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN3007GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN3007GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN3007GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
LAN3107GNUS1;4;LAN;Gnu;Connochaetes;Bovidae
LAN3107GNUS2;4;LAN;Gnu;Connochaetes;Bovidae
LAN3107GNUS3;4;LAN;Gnu;Connochaetes;Bovidae
BEZ0603ZEBR1;4;BEZ;Grevyzebra;Equus;Equidae
BEZ0603ZEBR2;4;BEZ;Grevyzebra;Equus;Equidae
BEZ0603ZEBR3;4;BEZ;Grevyzebra;Equus;Equidae
BEZ0603ZEBR4;4;BEZ;Grevyzebra;Equus;Equidae
BEZ0603ZEBR5;4;BEZ;Grevyzebra;Equus;Equidae
BEZ0603ZEBR6;4;BEZ;Grevyzebra;Equus;Equidae
KLN1805ZEBR1;4;KLN;Grevyzebra;Equus;Equidae
KLN1805ZEBR2;4;KLN;Grevyzebra;Equus;Equidae
KLN1805ZEBR3;4;KLN;Grevyzebra;Equus;Equidae
KLN1905ZEBR1;4;KLN;Grevyzebra;Equus;Equidae
KLN1905ZEBR2;4;KLN;Grevyzebra;Equus;Equidae
LEI2602ZEBR;4;LEI;Grevyzebra;Equus;Equidae
BEZ0603OKAP1;4;BEZ;Okapi;Okapia;Giraffidae
BEZ0603OKAP2;4;BEZ;Okapi;Okapia;Giraffidae
LEI2602OKAP1;4;LEI;Okapi;Okapia;Giraffidae
LEI2602OKAP2;4;LEI;Okapi;Okapia;Giraffidae
BER0403PAND;4;BER;Roter_Panda;Ailurus;Ailuridae
BER0503PANDS;4;BER;Roter_Panda;Ailurus;Ailuridae
BEZ0603NASH1;4;BEZ;Spitzmaulnashorn;Diceros;Rhinocerotidae
BEZ2505NASH1;4;BEZ;Spitzmaulnashorn;Diceros;Rhinocerotidae
BEZ2505NASH2;4;BEZ;Spitzmaulnashorn;Diceros;Rhinocerotidae
BEZ2605NASH1;4;BEZ;Spitzmaulnashorn;Diceros;Rhinocerotidae
BEZ2605NASH2;4;BEZ;Spitzmaulnashorn;Diceros;Rhinocerotidae
KLN1905NASH1;4;KLN;Spitzmaulnashorn;Diceros;Rhinocerotidae
KLN2005NASH1;4;KLN;Spitzmaulnashorn;Diceros;Rhinocerotidae
KLN2005NASH2;4;KLN;Spitzmaulnashorn;Diceros;Rhinocerotidae
LEI2602NASH1;4;LEI;Spitzmaulnashorn;Diceros;Rhinocerotidae
LEI2602NASH2;4;LEI;Spitzmaulnashorn;Diceros;Rhinocerotidae
DOR2702ZEBR1;4;DOR;Steppenzebra;Equus;Equidae
DOR2702ZEBR2;4;DOR;Steppenzebra;Equus;Equidae
DOR2702ZEBR3;4;DOR;Steppenzebra;Equus;Equidae
HEI2002ZEBR1;4;HEI;Steppenzebra;Equus;Equidae
HEI2002ZEBR2;4;HEI;Steppenzebra;Equus;Equidae
HEI2002ZEBR3;4;HEI;Steppenzebra;Equus;Equidae
OPE0506ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
OPE1006ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
OPE1606ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
OPE1706ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
OPE1806ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
OPE1906ZEBRS;4;OPE;Steppenzebra;Equus;Equidae
BER0403WALD;4;BER;Waldhund;Speothos;Canidae
BER0503WALDS;4;BER;Waldhund;Speothos;Canidae
BEZ2505TUSI1;4;BEZ;Watussi;Bos;Bovidae
BEZ2505TUSI2;4;BEZ;Watussi;Bos;Bovidae
BEZ2505TUSI3;4;BEZ;Watussi;Bos;Bovidae
BEZ2605TUSI1;4;BEZ;Watussi;Bos;Bovidae
BEZ2605TUSI2;4;BEZ;Watussi;Bos;Bovidae
BEZ0603WILD1;4;BEZ;Wildhund;Lycaon;Canidae
BEZ0603WILD2;4;BEZ;Wildhund;Lycaon;Canidae
BEZ2505WILD1;4;BEZ;Wildhund;Lycaon;Canidae
BEZ2505WILD2;4;BEZ;Wildhund;Lycaon;Canidae
BEZ2605WILD1;4;BEZ;Wildhund;Lycaon;Canidae
BEZ2605WILD2;4;BEZ;Wildhund;Lycaon;Canidae
WUP2301ELEF1;5;WUP;AfrikElefant;Loxodonta;Elephantidae
WUP2301ELEF2;5;WUP;AfrikElefant;Loxodonta;Elephantidae
WUP2301ELEF3;5;WUP;AfrikElefant;Loxodonta;Elephantidae
WUP2301ELEF4;5;WUP;AfrikElefant;Loxodonta;Elephantidae
WUP2301ELEF5;5;WUP;AfrikElefant;Loxodonta;Elephantidae
LAN1312ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1312ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1412ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1412ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1511ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1511ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1612ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1612ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1711ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1711ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1811ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1811ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN1911ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN1911ZEBR2;5;LAN;Bergzebra;Equus;Equidae
LAN2011ZEBR1;5;LAN;Bergzebra;Equus;Equidae
LAN2011ZEBR2;5;LAN;Bergzebra;Equus;Equidae
HEI0911BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI0911BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1011BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1011BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1111BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1111BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1211BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1211BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1311BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1311BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1411BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1411BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1511BAER1;5;HEI;Braunbaer;Ursus;Ursidae
HEI1511BAER2;5;HEI;Braunbaer;Ursus;Ursidae
HEI1611BAER2;5;HEI;Braunbaer;Ursus;Ursidae
SCH1211BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1211BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1311BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1311BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1411BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1411BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1511BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1511BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1611BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1611BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1711BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1711BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1811BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1811BAER2;5;SCH;Braunbaer;Ursus;Ursidae
SCH1911BAER1;5;SCH;Braunbaer;Ursus;Ursidae
SCH1911BAER2;5;SCH;Braunbaer;Ursus;Ursidae
KLN2802FLUS1;5;KLN;Flusspferd;Hippopotamus;Hippopotamidae
KLN2802FLUS2;5;KLN;Flusspferd;Hippopotamus;Hippopotamidae
KLN2802FLUS3;5;KLN;Flusspferd;Hippopotamus;Hippopotamidae
KLN2802FLUS4;5;KLN;Flusspferd;Hippopotamus;Hippopotamidae
KLN2802FLUS5;5;KLN;Flusspferd;Hippopotamus;Hippopotamidae
LAN1512GEPA2;5;LAN;Gepard;Acinonyx;Felidae
LAN1612GEPA1;5;LAN;Gepard;Acinonyx;Felidae
LAN1712GEPA2;5;LAN;Gepard;Acinonyx;Felidae
LAN1812GEPA1;5;LAN;Gepard;Acinonyx;Felidae
NEU0611GEPAS;5;NEU;Gepard;Acinonyx;Felidae
NEU0711GEPAS;5;NEU;Gepard;Acinonyx;Felidae
NEU0811GEPAS;5;NEU;Gepard;Acinonyx;Felidae
NEU0911GEPAS;5;NEU;Gepard;Acinonyx;Felidae
NEU1011GEPAS;5;NEU;Gepard;Acinonyx;Felidae
LAN1312GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1312GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1412GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1412GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1512GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1512GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1612GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1612GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1712GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1712GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1812GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1812GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN1912GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN1912GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
LAN2012GNUS1;5;LAN;Gnu;Connochaetes;Bovidae
LAN2012GNUS2;5;LAN;Gnu;Connochaetes;Bovidae
OPE0802GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE0802GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE0902GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE0902GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1002GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1002GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1102GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1102GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1202GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1202GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1302GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1302GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1402GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1402GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
OPE1502GNUS1;5;OPE;Gnu;Connochaetes;Bovidae
OPE1502GNUS2;5;OPE;Gnu;Connochaetes;Bovidae
KLN2802GORI1;5;KLN;Gorilla;Gorilla;Homininae
KLN2802GORI2;5;KLN;Gorilla;Gorilla;Homininae
KLN2802GORI3;5;KLN;Gorilla;Gorilla;Homininae
KLN2802GORI4;5;KLN;Gorilla;Gorilla;Homininae
WUP2501GORI1;5;WUP;Gorilla;Gorilla;Homininae
WUP2501GORI2;5;WUP;Gorilla;Gorilla;Homininae
WUP2301EBER1;5;WUP;Hirscheber;Babyrousa;Suidae
WUP2301EBER2;5;WUP;Hirscheber;Babyrousa;Suidae
WUP2301EBER3;5;WUP;Hirscheber;Babyrousa;Suidae
WUP2301EBER4;5;WUP;Hirscheber;Babyrousa;Suidae
WUP2301EBER5;5;WUP;Hirscheber;Babyrousa;Suidae
KLN2802IMPA1;5;KLN;Impala;Aepyceros;Bovidae
KLN2802IMPA2;5;KLN;Impala;Aepyceros;Bovidae
KLN2802IMPA3;5;KLN;Impala;Aepyceros;Bovidae
KLN2802IMPA4;5;KLN;Impala;Aepyceros;Bovidae
KLN2802IMPA5;5;KLN;Impala;Aepyceros;Bovidae
LAN1412OTTAS;5;LAN;Kurzkrallenotter;Aonyx;Mustelidae
LAN1512OTTAS;5;LAN;Kurzkrallenotter;Aonyx;Mustelidae
LAN1612OTTAS;5;LAN;Kurzkrallenotter;Aonyx;Mustelidae
LAN1712OTTAS;5;LAN;Kurzkrallenotter;Aonyx;Mustelidae
LAN1812OTTAS;5;LAN;Kurzkrallenotter;Aonyx;Mustelidae
KLN2802PINS1;5;KLN;Pinselohrschwein;Potamochoerus;Suidae
KLN2802PINS2;5;KLN;Pinselohrschwein;Potamochoerus;Suidae
KLN2802PINS3;5;KLN;Pinselohrschwein;Potamochoerus;Suidae
KLN2802PINS4;5;KLN;Pinselohrschwein;Potamochoerus;Suidae
KLN2802PINS5;5;KLN;Pinselohrschwein;Potamochoerus;Suidae
LAN1212PINSS;5;LAN;Pinselohrschwein;Potamochoerus;Suidae
LAN1312PINSS;5;LAN;Pinselohrschwein;Potamochoerus;Suidae
LAN1412PINSS;5;LAN;Pinselohrschwein;Potamochoerus;Suidae
LAN1512PINSS;5;LAN;Pinselohrschwein;Potamochoerus;Suidae
LAN1612PINSS;5;LAN;Pinselohrschwein;Potamochoerus;Suidae
OPE0802ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE0902ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1002ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1102ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1202ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1302ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1402ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
OPE1502ZEBR1;5;OPE;Steppenzebra;Equus;Equidae
FRA1711TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA1811TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA1911TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA2011TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA2111TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA2211TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA2311TIGAS;5;FRA;Tiger;Panthera;Felidae
FRA2411TIGAS;5;FRA;Tiger;Panthera;Felidae
KLN2802TIGA1;5;KLN;Tiger;Panthera;Felidae
KLN2802TIGA2;5;KLN;Tiger;Panthera;Felidae
KLN2802TIGA4;5;KLN;Tiger;Panthera;Felidae
KLN2802TIGA5;5;KLN;Tiger;Panthera;Felidae
LAN1512TIGAS;5;LAN;Tiger;Panthera;Felidae
LAN1612TIGAS;5;LAN;Tiger;Panthera;Felidae
LAN1712TIGA1;5;LAN;Tiger;Panthera;Felidae
LAN1812TIGA2;5;LAN;Tiger;Panthera;Felidae
LAN1912TIGA1;5;LAN;Tiger;Panthera;Felidae
NEU1512TIGA1;5;NEU;Tiger;Panthera;Felidae
NEU1612TIGA2;5;NEU;Tiger;Panthera;Felidae
NEU1712TIGA1;5;NEU;Tiger;Panthera;Felidae
NEU1712TIGA2;5;NEU;Tiger;Panthera;Felidae
NEU1812TIGA21;5;NEU;Tiger;Panthera;Felidae
NEU1812TIGA22;5;NEU;Tiger;Panthera;Felidae
NEU1912TIGA1;5;NEU;Tiger;Panthera;Felidae
NEU2012TIGA1;5;NEU;Tiger;Panthera;Felidae
KLN2802TRAM1;5;KLN;Trampeltier;Camelus;Camelidae
KLN2802TRAM2;5;KLN;Trampeltier;Camelus;Camelidae
KLN2802TRAM3;5;KLN;Trampeltier;Camelus;Camelidae
NEU0501TRAM1;5;NEU;Trampeltier;Camelus;Camelidae
NEU0501TRAM2;5;NEU;Trampeltier;Camelus;Camelidae
NEU0501TRAM3;5;NEU;Trampeltier;Camelus;Camelidae
NEU0501TRAM4;5;NEU;Trampeltier;Camelus;Camelidae
NEU0501TRAM5;5;NEU;Trampeltier;Camelus;Camelidae
NEU0501VARI1;5;NEU;Vari;Varecia;Lemuridae
NEU0501VARI2;5;NEU;Vari;Varecia;Lemuridae
NEU0501VARI3;5;NEU;Vari;Varecia;Lemuridae
NEU0501VARI4;5;NEU;Vari;Varecia;Lemuridae
NEU0501VARI5;5;NEU;Vari;Varecia;Lemuridae
WUP2501VARI1;5;WUP;Vari;Varecia;Lemuridae
WUP2501VARI2;5;WUP;Vari;Varecia;Lemuridae
WUP2501VARI3;5;WUP;Vari;Varecia;Lemuridae
